,start_station_name,end_station_name,count
2041,Fairmount Ave,Grand St & 14 St,5
2042,Fairmount Ave,Grove St PATH,26
2043,Fairmount Ave,Hamilton Park,1
2044,Fairmount Ave,Harborside,5
2045,Fairmount Ave,Hilltop,9
2046,Fairmount Ave,Hoboken Terminal - River St & Hudson Pl,1
2047,Fairmount Ave,Hudson St & 4 St,3
2048,Fairmount Ave,JC Medical Center,1
2049,Fairmount Ave,Jackson Square,3
2050,Fairmount Ave,Jersey & 3rd,1
2051,Fairmount Ave,Jersey & 6th St,1
2052,Fairmount Ave,Journal Square,24
2053,Fairmount Ave,Lafayette Park,1
2054,Fairmount Ave,Leonard Gordon Park,2
2055,Fairmount Ave,Liberty Light Rail,1
2056,Fairmount Ave,Lincoln Park,14
2057,Fairmount Ave,Manila & 1st,5
2058,Fairmount Ave,Marin Light Rail,3
2059,Fairmount Ave,McGinley Square,19
2060,Fairmount Ave,Monmouth and 6th,2
2061,Fairmount Ave,Montgomery St,6
2062,Fairmount Ave,Newark Ave,7
2063,Fairmount Ave,Newport PATH,1
2064,Fairmount Ave,Newport Pkwy,3
2065,Fairmount Ave,Paulus Hook,3
2066,Fairmount Ave,Pershing Field,4
2067,Fairmount Ave,Riverview Park,1
2068,Fairmount Ave,South Waterfront Walkway - Sinatra Dr & 1 St,1
2069,Fairmount Ave,Southwest Park - Jackson St & Observer Hwy,1
2070,Fairmount Ave,Union St,6
2071,Fairmount Ave,Van Vorst Park,8
2072,Fairmount Ave,Warren St,3
2073,Fairmount Ave,Washington St,2
2074,Fairmount Ave,Willow Ave & 12 St,2
2075,Glenwood Ave,12 St & Sinatra Dr N,2
2076,Glenwood Ave,5 Corners Library,1
2077,Glenwood Ave,8 St & Washington St,2
2078,Glenwood Ave,Baldwin at Montgomery,4
2079,Glenwood Ave,Bergen Ave,3
2080,Glenwood Ave,Bergen Ave & Sip Ave,138
2081,Glenwood Ave,Brunswick & 6th,1
2082,Glenwood Ave,Brunswick St,4
2083,Glenwood Ave,City Hall,4
2084,Glenwood Ave,Columbus Dr at Exchange Pl,9
2085,Glenwood Ave,Columbus Drive,1
2086,Glenwood Ave,Communipaw & Berry Lane,1
2087,Glenwood Ave,Dixon Mills,12
2088,Glenwood Ave,Fairmount Ave,18
2090,Glenwood Ave,Grand St,4
2091,Glenwood Ave,Grove St PATH,3
2092,Glenwood Ave,Hamilton Park,3
2093,Glenwood Ave,Hilltop,4
2094,Glenwood Ave,Hoboken Terminal - River St & Hudson Pl,1
2095,Glenwood Ave,Hudson St & 4 St,1
2096,Glenwood Ave,JC Medical Center,5
2097,Glenwood Ave,Jackson Square,8
2098,Glenwood Ave,Jersey & 3rd,2
2099,Glenwood Ave,Jersey & 6th St,1
2100,Glenwood Ave,Journal Square,16
2101,Glenwood Ave,Lafayette Park,4
2102,Glenwood Ave,Leonard Gordon Park,3
2103,Glenwood Ave,Liberty Light Rail,2
2104,Glenwood Ave,Lincoln Park,20
2105,Glenwood Ave,McGinley Square,11
2106,Glenwood Ave,Monmouth and 6th,4
2107,Glenwood Ave,Montgomery St,8
2108,Glenwood Ave,Morris Canal,1
2109,Glenwood Ave,Newark Ave,4
2110,Glenwood Ave,Newport PATH,3
2111,Glenwood Ave,Newport Pkwy,3
2112,Glenwood Ave,Oakland Ave,1
2113,Glenwood Ave,Paulus Hook,6
2114,Glenwood Ave,Pershing Field,2
2115,Glenwood Ave,Riverview Park,1
2116,Glenwood Ave,South Waterfront Walkway - Sinatra Dr & 1 St,1
2117,Glenwood Ave,Southwest Park - Jackson St & Observer Hwy,2
2118,Glenwood Ave,Stevens - River Ter & 6 St,1
2119,Glenwood Ave,Union St,4
2120,Glenwood Ave,Van Vorst Park,2
2121,Glenwood Ave,Warren St,9
2122,Glenwood Ave,Washington St,2
2123,Glenwood Ave,York St & Marin Blvd,1
2124,Grand St,12 St & Sinatra Dr N,7
2125,Grand St,14 St Ferry - 14 St & Shipyard Ln,17
2126,Grand St,4 St & Grand St,1
2127,Grand St,6 St & Grand St,2
2128,Grand St,7 St & Monroe St,2
2129,Grand St,8 St & Washington St,6
2130,Grand St,9 St HBLR - Jackson St & 8 St,1
2131,Grand St,Adams St & 11 St,2
2132,Grand St,Adams St & 2 St,2
2133,Grand St,Astor Place,5
2134,Grand St,Baldwin at Montgomery,3
2135,Grand St,Bergen Ave,4
2136,Grand St,Bergen Ave & Sip Ave,5
2137,Grand St,Bergen Ave & Stegman St,5
2138,Grand St,Bloomfield St & 15 St,5
2139,Grand St,Brunswick & 6th,11
2140,Grand St,Brunswick St,15
2141,Grand St,Christ Hospital,4
2142,Grand St,Church Sq Park - 5 St & Park Ave,7
2143,Grand St,City Hall,41
2144,Grand St,City Hall - Washington St & 1 St,10
2145,Grand St,Clinton St & 7 St,1
2146,Grand St,Clinton St & Newark St,11
2147,Grand St,Columbus Dr at Exchange Pl,62
2148,Grand St,Columbus Drive,37
2149,Grand St,Columbus Park - Clinton St & 9 St,2
2150,Grand St,Communipaw & Berry Lane,2
2151,Grand St,Dixon Mills,13
2152,Grand St,Essex Light Rail,11
2153,Grand St,Glenwood Ave,4
2155,Grand St,Grand St & 14 St,3
2156,Grand St,Grant Ave & MLK Dr,2
2157,Grand St,Grove St PATH,58
2158,Grand St,Hamilton Park,24
2159,Grand St,Harborside,38
2160,Grand St,Heights Elevator,1
2161,Grand St,Hilltop,1
2162,Grand St,Hoboken Ave at Monmouth St,12
2163,Grand St,Hoboken Terminal - Hudson St & Hudson Pl,11
2164,Grand St,Hoboken Terminal - River St & Hudson Pl,7
2165,Grand St,Hudson St & 4 St,7
2166,Grand St,JC Medical Center,39
2167,Grand St,Jackson Square,1
2168,Grand St,Jersey & 3rd,23
2169,Grand St,Jersey & 6th St,14
2170,Grand St,Journal Square,3
2171,Grand St,Lafayette Park,16
2172,Grand St,Leonard Gordon Park,3
2173,Grand St,Liberty Light Rail,21
2174,Grand St,Madison St & 1 St,3
2175,Grand St,Madison St & 10 St,1
2176,Grand St,Mama Johnson Field - 4 St & Jackson St,2
2177,Grand St,Manila & 1st,10
2178,Grand St,Marin Light Rail,37
2179,Grand St,Marshall St & 2 St,4
2180,Grand St,McGinley Square,7
2181,Grand St,Monmouth and 6th,9
2182,Grand St,Montgomery St,26
2183,Grand St,Morris Canal,16
2184,Grand St,Newark Ave,35
2185,Grand St,Newport PATH,71
2186,Grand St,Newport Pkwy,51
2187,Grand St,Oakland Ave,3
2188,Grand St,Paulus Hook,16
2189,Grand St,Pershing Field,9
2190,Grand St,Riverview Park,3
2191,Grand St,South Waterfront Walkway - Sinatra Dr & 1 St,7
2192,Grand St,Southwest Park - Jackson St & Observer Hwy,2
2193,Grand St,Stevens - River Ter & 6 St,4
2194,Grand St,Van Vorst Park,32
2195,Grand St,Warren St,49
2196,Grand St,Washington St,92
2197,Grand St,Willow Ave & 12 St,2
2198,Grand St,York St & Marin Blvd,2
2199,Grand St & 14 St,11 St & Washington St,18
2200,Grand St & 14 St,12 St & Sinatra Dr N,27
2201,Grand St & 14 St,14 St Ferry - 14 St & Shipyard Ln,48
2202,Grand St & 14 St,4 St & Grand St,72
2203,Grand St & 14 St,6 St & Grand St,22
2204,Grand St & 14 St,7 St & Monroe St,35
2205,Grand St & 14 St,8 St & Washington St,37
2206,Grand St & 14 St,9 St HBLR - Jackson St & 8 St,66
2207,Grand St & 14 St,Adams St & 11 St,42
2208,Grand St & 14 St,Adams St & 2 St,40
2209,Grand St & 14 St,Bloomfield St & 15 St,6
2210,Grand St & 14 St,Brunswick & 6th,4
2211,Grand St & 14 St,Brunswick St,1
2212,Grand St & 14 St,Christ Hospital,2
2213,Grand St & 14 St,Church Sq Park - 5 St & Park Ave,56
2214,Grand St & 14 St,City Hall,2
2215,Grand St & 14 St,City Hall - Washington St & 1 St,79
2216,Grand St & 14 St,Clinton St & 7 St,57
2217,Grand St & 14 St,Clinton St & Newark St,31
2218,Grand St & 14 St,Columbus Drive,4
2219,Grand St & 14 St,Columbus Park - Clinton St & 9 St,40
2220,Grand St & 14 St,Communipaw & Berry Lane,4
2221,Grand St & 14 St,Dixon Mills,1
2222,Grand St & 14 St,Grand St,1
2224,Grand St & 14 St,Grove St PATH,3
2225,Grand St & 14 St,Hamilton Park,11
2226,Grand St & 14 St,Heights Elevator,3
2227,Grand St & 14 St,Hoboken Ave at Monmouth St,7
2228,Grand St & 14 St,Hoboken Terminal - Hudson St & Hudson Pl,42
2229,Grand St & 14 St,Hoboken Terminal - River St & Hudson Pl,59
2230,Grand St & 14 St,Hudson St & 4 St,76
2231,Grand St & 14 St,Lafayette Park,2
2232,Grand St & 14 St,Leonard Gordon Park,2
2233,Grand St & 14 St,Lincoln Park,1
2234,Grand St & 14 St,Madison St & 1 St,37
2235,Grand St & 14 St,Madison St & 10 St,50
2236,Grand St & 14 St,Mama Johnson Field - 4 St & Jackson St,26
2237,Grand St & 14 St,Manila & 1st,6
2238,Grand St & 14 St,Marin Light Rail,1
2239,Grand St & 14 St,Marshall St & 2 St,12
2240,Grand St & 14 St,McGinley Square,3
2241,Grand St & 14 St,Monmouth and 6th,4
2242,Grand St & 14 St,Morris Canal,4
2243,Grand St & 14 St,Newark Ave,10
2244,Grand St & 14 St,Newport PATH,11
2245,Grand St & 14 St,Newport Pkwy,31
2246,Grand St & 14 St,Oakland Ave,5
2247,Grand St & 14 St,Riverview Park,6
2248,Grand St & 14 St,South Waterfront Walkway - Sinatra Dr & 1 St,35
2249,Grand St & 14 St,Southwest Park - Jackson St & Observer Hwy,27
2250,Grand St & 14 St,Stevens - River Ter & 6 St,18
2251,Grand St & 14 St,Van Vorst Park,2
2252,Grand St & 14 St,Warren St,5
2253,Grand St & 14 St,Washington St,6
2254,Grand St & 14 St,Willow Ave & 12 St,16
2255,Grant Ave & MLK Dr,Astor Place,1
2256,Grant Ave & MLK Dr,Bergen Ave,3
2257,Grant Ave & MLK Dr,Bergen Ave & Sip Ave,4
2258,Grant Ave & MLK Dr,Bergen Ave & Stegman St,1
2259,Grant Ave & MLK Dr,Brunswick & 6th,2
2260,Grant Ave & MLK Dr,City Hall,3
2261,Grant Ave & MLK Dr,Columbus Dr at Exchange Pl,1
2262,Grant Ave & MLK Dr,Communipaw & Berry Lane,2
2263,Grant Ave & MLK Dr,Dey St,1
2264,Grant Ave & MLK Dr,Grand St,1
2266,Grant Ave & MLK Dr,Grove St PATH,8
2267,Grant Ave & MLK Dr,Hilltop,2
2268,Grant Ave & MLK Dr,Hoboken Terminal - River St & Hudson Pl,1
2269,Grant Ave & MLK Dr,Jackson Square,14
2270,Grant Ave & MLK Dr,Lafayette Park,2
2271,Grant Ave & MLK Dr,Lincoln Park,1
2272,Grant Ave & MLK Dr,Marin Light Rail,1
2273,Grant Ave & MLK Dr,McGinley Square,1
2274,Grant Ave & MLK Dr,Newark Ave,3
2275,Grant Ave & MLK Dr,Paulus Hook,1
2276,Grant Ave & MLK Dr,Southwest Park - Jackson St & Observer Hwy,1
2277,Grant Ave & MLK Dr,Van Vorst Park,1
2278,Grove St PATH,11 St & Washington St,5
2279,Grove St PATH,12 St & Sinatra Dr N,1
2280,Grove St PATH,14 St Ferry - 14 St & Shipyard Ln,1
2281,Grove St PATH,4 St & Grand St,5
2282,Grove St PATH,5 Corners Library,6
2283,Grove St PATH,6 St & Grand St,1
2284,Grove St PATH,7 St & Monroe St,2
2285,Grove St PATH,8 St & Washington St,9
2286,Grove St PATH,9 St HBLR - Jackson St & 8 St,1
2287,Grove St PATH,Adams St & 11 St,3
2288,Grove St PATH,Adams St & 2 St,16
2289,Grove St PATH,Astor Place,27
2290,Grove St PATH,Baldwin at Montgomery,171
2291,Grove St PATH,Bergen Ave,23
2292,Grove St PATH,Bergen Ave & Sip Ave,22
2293,Grove St PATH,Bergen Ave & Stegman St,2
2294,Grove St PATH,Bloomfield St & 15 St,1
2295,Grove St PATH,Brunswick & 6th,212
2296,Grove St PATH,Brunswick St,229
2297,Grove St PATH,Central Park North & Adam Clayton Powell Blvd,1
2298,Grove St PATH,Christ Hospital,16
2299,Grove St PATH,Church Sq Park - 5 St & Park Ave,24
2300,Grove St PATH,City Hall,90
2301,Grove St PATH,City Hall - Washington St & 1 St,16
2302,Grove St PATH,Clinton St & 7 St,7
2303,Grove St PATH,Clinton St & Newark St,9
2304,Grove St PATH,Columbus Dr at Exchange Pl,42
2305,Grove St PATH,Columbus Drive,39
2306,Grove St PATH,Columbus Park - Clinton St & 9 St,2
2307,Grove St PATH,Communipaw & Berry Lane,114
2308,Grove St PATH,Dey St,4
2309,Grove St PATH,Dixon Mills,233
2310,Grove St PATH,Essex Light Rail,43
2311,Grove St PATH,Fairmount Ave,5
2312,Grove St PATH,Grand St,56
2313,Grove St PATH,Grand St & 14 St,2
2314,Grove St PATH,Grant Ave & MLK Dr,3
2316,Grove St PATH,Hamilton Park,263
2317,Grove St PATH,Harborside,87
2318,Grove St PATH,Heights Elevator,5
2319,Grove St PATH,Hilltop,42
2320,Grove St PATH,Hoboken Ave at Monmouth St,50
2321,Grove St PATH,Hoboken Terminal - Hudson St & Hudson Pl,9
2322,Grove St PATH,Hoboken Terminal - River St & Hudson Pl,15
2323,Grove St PATH,Hudson St & 4 St,9
2324,Grove St PATH,JC Medical Center,245
2325,Grove St PATH,Jackson Square,21
2326,Grove St PATH,Jersey & 3rd,91
2327,Grove St PATH,Jersey & 6th St,167
2328,Grove St PATH,Journal Square,9
2329,Grove St PATH,Lafayette Park,283
2330,Grove St PATH,Leonard Gordon Park,6
2331,Grove St PATH,Liberty Light Rail,192
2332,Grove St PATH,Lincoln Park,15
2333,Grove St PATH,Madison St & 1 St,9
2334,Grove St PATH,Mama Johnson Field - 4 St & Jackson St,1
2335,Grove St PATH,Manila & 1st,33
2336,Grove St PATH,Marin Light Rail,494
2337,Grove St PATH,Marshall St & 2 St,8
2338,Grove St PATH,McGinley Square,46
2339,Grove St PATH,Monmouth and 6th,184
2340,Grove St PATH,Montgomery St,135
2341,Grove St PATH,Morris Canal,70
2342,Grove St PATH,Newark Ave,68
2343,Grove St PATH,Newport PATH,60
2344,Grove St PATH,Newport Pkwy,50
2345,Grove St PATH,Oakland Ave,15
2346,Grove St PATH,Paulus Hook,26
2347,Grove St PATH,Pershing Field,12
2348,Grove St PATH,Riverview Park,9
2349,Grove St PATH,Shop Morgan,2
2350,Grove St PATH,South Waterfront Walkway - Sinatra Dr & 1 St,17
2351,Grove St PATH,Southwest Park - Jackson St & Observer Hwy,21
2352,Grove St PATH,Stevens - River Ter & 6 St,4
2353,Grove St PATH,Union St,15
2354,Grove St PATH,Van Vorst Park,185
2355,Grove St PATH,Warren St,72
2356,Grove St PATH,Washington St,63
2357,Grove St PATH,Willow Ave & 12 St,1
2358,Grove St PATH,York St & Marin Blvd,4
2359,Hamilton Park,11 St & Washington St,7
2360,Hamilton Park,12 St & Sinatra Dr N,2
2361,Hamilton Park,14 St Ferry - 14 St & Shipyard Ln,15
